school_name,year,school_type,province,avg_score,min_score,max_score,total_quota,num_majors
DSK-Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,2020,Công lập,Đà Nẵng,19.76,17.04,22.93,10500,105
DSK-Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,2021,Công lập,Đà Nẵng,20.24,17.48,23.39,10500,105
DSK-Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,2022,Công lập,Đà Nẵng,19.07,16.31,22.09,10500,105
DSK-Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,2023,Công lập,Đà Nẵng,19.36,16.58,22.53,10500,105
DSK-Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,2024,Công lập,Đà Nẵng,19.55,16.8,22.72,10500,105
DSK-Trường Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,2025,Công lập,Đà Nẵng,19.61,17.0,22.58,10500,105
DTB-Trường Đại Học Thái Bình,2020,Công lập,Thái Bình,16.14,15.95,16.34,3300,33
DTB-Trường Đại Học Thái Bình,2021,Công lập,Thái Bình,16.62,16.45,16.84,3300,33
DTB-Trường Đại Học Thái Bình,2022,Công lập,Thái Bình,15.44,15.26,15.64,3300,33
DTB-Trường Đại Học Thái Bình,2023,Công lập,Thái Bình,15.75,15.55,15.92,3300,33
DTB-Trường Đại Học Thái Bình,2024,Công lập,Thái Bình,15.95,15.78,16.14,3300,33
DTB-Trường Đại Học Thái Bình,2025,Công lập,Thái Bình,16.0,16.0,16.0,3300,33
DTC-Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,2020,Công lập,Thái Nguyên,19.3,17.96,22.17,42200,422
DTC-Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,2021,Công lập,Thái Nguyên,19.81,18.46,22.79,42200,422
DTC-Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,2022,Công lập,Thái Nguyên,18.59,17.26,21.56,42200,422
DTC-Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,2023,Công lập,Thái Nguyên,18.89,17.56,21.89,42200,422
DTC-Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,2024,Công lập,Thái Nguyên,19.1,17.75,22.12,42200,422
DTC-Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,2025,Công lập,Thái Nguyên,19.15,18.0,22.0,42200,422
DTD-Trường Đại Học Tây Đô,2020,Công lập,Hà Nội,15.54,15.0,19.22,13000,130
DTD-Trường Đại Học Tây Đô,2021,Công lập,Hà Nội,16.03,15.45,19.74,13000,130
DTD-Trường Đại Học Tây Đô,2022,Công lập,Hà Nội,15.31,15.0,18.57,13000,130
DTD-Trường Đại Học Tây Đô,2023,Công lập,Hà Nội,15.35,15.0,18.88,13000,130
DTD-Trường Đại Học Tây Đô,2024,Công lập,Hà Nội,15.41,15.0,19.15,13000,130
DTD-Trường Đại Học Tây Đô,2025,Công lập,Hà Nội,15.38,15.0,19.0,13000,130
DTE-Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,2020,Công lập,Thái Nguyên,18.33,16.98,19.84,8400,84
DTE-Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,2021,Công lập,Thái Nguyên,18.84,17.47,20.35,8400,84
DTE-Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,2022,Công lập,Thái Nguyên,17.63,16.28,19.13,8400,84
DTE-Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,2023,Công lập,Thái Nguyên,17.93,16.56,19.44,8400,84
DTE-Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,2024,Công lập,Thái Nguyên,18.13,16.84,19.63,8400,84
DTE-Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,2025,Công lập,Thái Nguyên,18.19,17.0,19.5,8400,84
DTF-Trường Ngoại Ngữ Thái Nguyên,2020,Công lập,Thái Nguyên,24.0,19.61,27.26,2200,22
DTF-Trường Ngoại Ngữ Thái Nguyên,2021,Công lập,Thái Nguyên,24.39,19.84,27.54,2200,22
DTF-Trường Ngoại Ngữ Thái Nguyên,2022,Công lập,Thái Nguyên,23.41,18.79,26.77,2200,22
DTF-Trường Ngoại Ngữ Thái Nguyên,2023,Công lập,Thái Nguyên,23.64,18.99,26.98,2200,22
DTF-Trường Ngoại Ngữ Thái Nguyên,2024,Công lập,Thái Nguyên,23.81,19.2,27.09,2200,22
DTF-Trường Ngoại Ngữ Thái Nguyên,2025,Công lập,Thái Nguyên,23.85,19.35,27.07,2200,22
DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,2020,Công lập,Thái Nguyên,22.83,19.02,26.29,2500,25
DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,2021,Công lập,Thái Nguyên,23.23,19.49,26.61,2500,25
DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,2022,Công lập,Thái Nguyên,22.23,18.25,25.9,2500,25
DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,2023,Công lập,Thái Nguyên,22.51,18.65,26.0,2500,25
DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,2024,Công lập,Thái Nguyên,22.69,18.88,26.17,2500,25
DTG-Phân hiệu Đại học Thái Nguyên tại Hà Giang,2025,Công lập,Thái Nguyên,22.7,19.0,26.14,2500,25
DTK-Trường Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên,2020,Công lập,Thái Nguyên,18.47,15.0,24.76,13900,139
DTK-Trường Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên,2021,Công lập,Thái Nguyên,18.98,15.53,25.3,13900,139
DTK-Trường Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên,2022,Công lập,Thái Nguyên,17.83,15.0,24.07,13900,139
DTK-Trường Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên,2023,Công lập,Thái Nguyên,18.08,15.0,24.26,13900,139
DTK-Trường Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên,2024,Công lập,Thái Nguyên,18.29,15.0,24.53,13900,139
DTK-Trường Đại Học Kỹ Thuật Công Nghiệp Thái Nguyên,2025,Công lập,Thái Nguyên,18.33,15.0,24.5,13900,139
DTL-Trường Đại Học Thăng Long,2020,Công lập,Hà Nội,19.72,15.0,25.78,9500,95
DTL-Trường Đại Học Thăng Long,2021,Công lập,Hà Nội,20.21,15.54,26.43,9500,95
DTL-Trường Đại Học Thăng Long,2022,Công lập,Hà Nội,19.07,15.0,25.09,9500,95
DTL-Trường Đại Học Thăng Long,2023,Công lập,Hà Nội,19.33,15.0,25.48,9500,95
DTL-Trường Đại Học Thăng Long,2024,Công lập,Hà Nội,19.51,15.0,25.53,9500,95
DTL-Trường Đại Học Thăng Long,2025,Công lập,Hà Nội,19.56,15.0,25.75,9500,95
DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,2020,Công lập,TP.HCM,15.65,15.0,20.32,12100,121
DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,2021,Công lập,TP.HCM,16.14,15.45,20.84,12100,121
DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,2022,Công lập,TP.HCM,15.41,15.0,19.63,12100,121
DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,2023,Công lập,TP.HCM,15.45,15.0,19.95,12100,121
DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,2024,Công lập,TP.HCM,15.51,15.0,20.11,12100,121
DTM-Trường Đại học Tài Nguyên và Môi Trường TPHCM,2025,Công lập,TP.HCM,15.5,15.0,20.0,12100,121
DTN-Trường Đại Học Nông Lâm Thái Nguyên,2020,Công lập,Thái Nguyên,15.14,15.0,15.35,25000,250
DTN-Trường Đại Học Nông Lâm Thái Nguyên,2021,Công lập,Thái Nguyên,15.64,15.45,15.84,25000,250
DTN-Trường Đại Học Nông Lâm Thái Nguyên,2022,Công lập,Thái Nguyên,15.0,15.0,15.0,25000,250
DTN-Trường Đại Học Nông Lâm Thái Nguyên,2023,Công lập,Thái Nguyên,15.0,15.0,15.0,25000,250
DTN-Trường Đại Học Nông Lâm Thái Nguyên,2024,Công lập,Thái Nguyên,15.03,15.0,15.15,25000,250
DTN-Trường Đại Học Nông Lâm Thái Nguyên,2025,Công lập,Thái Nguyên,15.0,15.0,15.0,25000,250
DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2020,Công lập,Thái Nguyên,20.58,15.0,26.08,6700,67
DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2021,Công lập,Thái Nguyên,21.08,15.47,26.66,6700,67
DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2022,Công lập,Thái Nguyên,20.13,15.0,25.42,6700,67
DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2023,Công lập,Thái Nguyên,20.28,15.0,25.68,6700,67
DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2024,Công lập,Thái Nguyên,20.43,15.0,25.92,6700,67
DTP-Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2025,Công lập,Thái Nguyên,20.44,15.0,25.84,6700,67
DTQ-Khoa Quốc Tế - Đại Học Thái Nguyên,2020,Tư thục,Thái Nguyên,16.3,15.95,17.29,5700,57
DTQ-Khoa Quốc Tế - Đại Học Thái Nguyên,2021,Tư thục,Thái Nguyên,16.78,16.46,17.77,5700,57
DTQ-Khoa Quốc Tế - Đại Học Thái Nguyên,2022,Tư thục,Thái Nguyên,15.6,15.26,16.62,5700,57
DTQ-Khoa Quốc Tế - Đại Học Thái Nguyên,2023,Tư thục,Thái Nguyên,15.9,15.57,16.95,5700,57
DTQ-Khoa Quốc Tế - Đại Học Thái Nguyên,2024,Tư thục,Thái Nguyên,16.09,15.77,17.14,5700,57
DTQ-Khoa Quốc Tế - Đại Học Thái Nguyên,2025,Tư thục,Thái Nguyên,16.16,16.0,17.0,5700,57
DTS-Đại Học Sư Phạm Thái Nguyên,2020,Công lập,Thái Nguyên,25.52,21.25,28.34,6800,68
DTS-Đại Học Sư Phạm Thái Nguyên,2021,Công lập,Thái Nguyên,25.91,21.75,28.57,6800,68
DTS-Đại Học Sư Phạm Thái Nguyên,2022,Công lập,Thái Nguyên,24.94,20.74,27.75,6800,68
DTS-Đại Học Sư Phạm Thái Nguyên,2023,Công lập,Thái Nguyên,25.16,20.85,28.08,6800,68
DTS-Đại Học Sư Phạm Thái Nguyên,2024,Công lập,Thái Nguyên,25.35,21.02,28.14,6800,68
DTS-Đại Học Sư Phạm Thái Nguyên,2025,Công lập,Thái Nguyên,25.39,21.25,28.17,6800,68
DTT-Trường Đại Học Tôn Đức Thắng,2020,Công lập,Hà Nội,23.76,19.95,30.0,59500,595
DTT-Trường Đại Học Tôn Đức Thắng,2021,Công lập,Hà Nội,24.2,20.45,30.0,59500,595
DTT-Trường Đại Học Tôn Đức Thắng,2022,Công lập,Hà Nội,23.13,19.25,29.67,59500,595
DTT-Trường Đại Học Tôn Đức Thắng,2023,Công lập,Hà Nội,23.39,19.55,29.93,59500,595
DTT-Trường Đại Học Tôn Đức Thắng,2024,Công lập,Hà Nội,23.58,19.76,30.0,59500,595
DTT-Trường Đại Học Tôn Đức Thắng,2025,Công lập,Hà Nội,23.62,20.0,29.98,59500,595
DTV-Trường Đại Học Lương Thế Vinh,2020,Công lập,Nghệ An,15.45,15.0,19.22,14100,141
DTV-Trường Đại Học Lương Thế Vinh,2021,Công lập,Nghệ An,15.95,15.45,19.72,14100,141
DTV-Trường Đại Học Lương Thế Vinh,2022,Công lập,Nghệ An,15.24,15.0,18.6,14100,141
DTV-Trường Đại Học Lương Thế Vinh,2023,Công lập,Nghệ An,15.27,15.0,18.91,14100,141
DTV-Trường Đại Học Lương Thế Vinh,2024,Công lập,Nghệ An,15.32,15.0,19.1,14100,141
DTV-Trường Đại Học Lương Thế Vinh,2025,Công lập,Nghệ An,15.3,15.0,19.0,14100,141
DTY-Trường Đại Học Y Dược Thái Nguyên,2020,Công lập,Thái Nguyên,21.83,18.27,26.33,5100,51
DTY-Trường Đại Học Y Dược Thái Nguyên,2021,Công lập,Thái Nguyên,22.31,18.84,26.67,5100,51
DTY-Trường Đại Học Y Dược Thái Nguyên,2022,Công lập,Thái Nguyên,21.16,17.57,25.87,5100,51
DTY-Trường Đại Học Y Dược Thái Nguyên,2023,Công lập,Thái Nguyên,21.46,17.98,26.04,5100,51
DTY-Trường Đại Học Y Dược Thái Nguyên,2024,Công lập,Thái Nguyên,21.65,18.13,26.19,5100,51
DTY-Trường Đại Học Y Dược Thái Nguyên,2025,Công lập,Thái Nguyên,21.69,18.3,26.15,5100,51
DTZ-Trường Đại Học Khoa Học Thái Nguyên,2020,Công lập,Thái Nguyên,17.46,15.62,20.59,29800,298
DTZ-Trường Đại Học Khoa Học Thái Nguyên,2021,Công lập,Thái Nguyên,17.95,16.11,21.05,29800,298
DTZ-Trường Đại Học Khoa Học Thái Nguyên,2022,Công lập,Thái Nguyên,16.74,15.0,19.9,29800,298
DTZ-Trường Đại Học Khoa Học Thái Nguyên,2023,Công lập,Thái Nguyên,17.05,15.27,20.08,29800,298
DTZ-Trường Đại Học Khoa Học Thái Nguyên,2024,Công lập,Thái Nguyên,17.25,15.43,20.32,29800,298
DTZ-Trường Đại Học Khoa Học Thái Nguyên,2025,Công lập,Thái Nguyên,17.31,15.65,20.25,29800,298
DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,2020,Công lập,Thái Nguyên,15.14,15.0,15.35,3700,37
DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,2021,Công lập,Thái Nguyên,15.63,15.45,15.83,3700,37
DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,2022,Công lập,Thái Nguyên,15.0,15.0,15.0,3700,37
DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,2023,Công lập,Thái Nguyên,15.0,15.0,15.0,3700,37
DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,2024,Công lập,Thái Nguyên,15.03,15.0,15.14,3700,37
DVB-Trường Đại Học Kinh tế công nghệ Thái Nguyên,2025,Công lập,Thái Nguyên,15.0,15.0,15.0,3700,37
"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2020,Công lập,Thanh Hóa,17.18,15.0,27.45,6800,68
"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2021,Công lập,Thanh Hóa,17.64,15.45,27.76,6800,68
"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2022,Công lập,Thanh Hóa,16.94,15.0,27.05,6800,68
"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2023,Công lập,Thanh Hóa,16.99,15.0,27.27,6800,68
"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2024,Công lập,Thanh Hóa,17.04,15.0,27.35,6800,68
"DVD-Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2025,Công lập,Thanh Hóa,17.03,15.0,27.32,6800,68
DVH-Trường Đại Học Văn Hiến,2020,Công lập,Hà Nội,15.33,15.0,18.21,21300,213
DVH-Trường Đại Học Văn Hiến,2021,Công lập,Hà Nội,15.83,15.45,18.79,21300,213
DVH-Trường Đại Học Văn Hiến,2022,Công lập,Hà Nội,15.13,15.0,17.4,21300,213
DVH-Trường Đại Học Văn Hiến,2023,Công lập,Hà Nội,15.16,15.0,17.86,21300,213
DVH-Trường Đại Học Văn Hiến,2024,Công lập,Hà Nội,15.21,15.0,17.96,21300,213
DVH-Trường Đại Học Văn Hiến,2025,Công lập,Hà Nội,15.18,15.0,18.0,21300,213
DVL-Trường Đại Học Văn Lang,2020,Tư thục,Hà Nội,15.43,15.0,20.8,23000,230
DVL-Trường Đại Học Văn Lang,2021,Tư thục,Hà Nội,15.93,15.45,21.26,23000,230
DVL-Trường Đại Học Văn Lang,2022,Tư thục,Hà Nội,15.23,15.0,20.08,23000,230
DVL-Trường Đại Học Văn Lang,2023,Tư thục,Hà Nội,15.26,15.0,20.45,23000,230
DVL-Trường Đại Học Văn Lang,2024,Tư thục,Hà Nội,15.3,15.0,20.64,23000,230
DVL-Trường Đại Học Văn Lang,2025,Tư thục,Hà Nội,15.27,15.0,20.5,23000,230
DVP-Trường Đại Học Trưng Vương,2020,Công lập,Hà Nội,16.06,15.0,19.31,9600,96
DVP-Trường Đại Học Trưng Vương,2021,Công lập,Hà Nội,16.55,15.46,19.77,9600,96
DVP-Trường Đại Học Trưng Vương,2022,Công lập,Hà Nội,15.59,15.0,18.63,9600,96
DVP-Trường Đại Học Trưng Vương,2023,Công lập,Hà Nội,15.78,15.0,18.93,9600,96
DVP-Trường Đại Học Trưng Vương,2024,Công lập,Hà Nội,15.89,15.0,19.13,9600,96
DVP-Trường Đại Học Trưng Vương,2025,Công lập,Hà Nội,15.91,15.0,19.0,9600,96
DVT-Đại Học Trà Vinh,2020,Công lập,Nghệ An,16.21,15.0,22.66,15700,157
DVT-Đại Học Trà Vinh,2021,Công lập,Nghệ An,16.62,15.0,23.32,15700,157
DVT-Đại Học Trà Vinh,2022,Công lập,Nghệ An,15.92,15.0,22.05,15700,157
DVT-Đại Học Trà Vinh,2023,Công lập,Nghệ An,16.02,15.0,22.44,15700,157
DVT-Đại Học Trà Vinh,2024,Công lập,Nghệ An,16.09,15.0,22.54,15700,157
DVT-Đại Học Trà Vinh,2025,Công lập,Nghệ An,15.89,14.0,22.5,15700,157
DYD-Trường Đại Học Yersin Đà Lạt,2020,Công lập,Lâm Đồng,16.12,15.45,20.78,8600,86
DYD-Trường Đại Học Yersin Đà Lạt,2021,Công lập,Lâm Đồng,16.62,15.95,21.29,8600,86
DYD-Trường Đại Học Yersin Đà Lạt,2022,Công lập,Lâm Đồng,15.49,15.0,20.11,8600,86
DYD-Trường Đại Học Yersin Đà Lạt,2023,Công lập,Lâm Đồng,15.72,15.05,20.43,8600,86
DYD-Trường Đại Học Yersin Đà Lạt,2024,Công lập,Lâm Đồng,15.88,15.25,20.48,8600,86
DYD-Trường Đại Học Yersin Đà Lạt,2025,Công lập,Lâm Đồng,15.97,15.5,20.5,8600,86
EIU-Trường Đại Học Quốc Tế Miền Đông,2020,Tư thục,Hà Nội,15.41,15.0,17.32,7900,79
EIU-Trường Đại Học Quốc Tế Miền Đông,2021,Tư thục,Hà Nội,15.91,15.45,17.82,7900,79
EIU-Trường Đại Học Quốc Tế Miền Đông,2022,Tư thục,Hà Nội,15.19,15.0,16.62,7900,79
EIU-Trường Đại Học Quốc Tế Miền Đông,2023,Tư thục,Hà Nội,15.22,15.0,16.86,7900,79
EIU-Trường Đại Học Quốc Tế Miền Đông,2024,Tư thục,Hà Nội,15.27,15.0,17.11,7900,79
EIU-Trường Đại Học Quốc Tế Miền Đông,2025,Tư thục,Hà Nội,15.25,15.0,17.0,7900,79
ETU-Trường Đại Học Hòa Bình,2020,Công lập,Hà Nội,16.05,15.0,20.84,10100,101
ETU-Trường Đại Học Hòa Bình,2021,Công lập,Hà Nội,16.53,15.46,21.34,10100,101
ETU-Trường Đại Học Hòa Bình,2022,Công lập,Hà Nội,15.77,15.0,20.12,10100,101
ETU-Trường Đại Học Hòa Bình,2023,Công lập,Hà Nội,15.82,15.0,20.35,10100,101
ETU-Trường Đại Học Hòa Bình,2024,Công lập,Hà Nội,15.9,15.0,20.63,10100,101
ETU-Trường Đại Học Hòa Bình,2025,Công lập,Hà Nội,15.89,15.0,20.5,10100,101
FBU-Trường Đại Học Tài Chính Ngân Hàng Hà Nội,2020,Công lập,Hà Nội,20.95,16.96,24.56,4000,40
FBU-Trường Đại Học Tài Chính Ngân Hàng Hà Nội,2021,Công lập,Hà Nội,21.4,17.48,24.87,4000,40
FBU-Trường Đại Học Tài Chính Ngân Hàng Hà Nội,2022,Công lập,Hà Nội,20.21,16.36,23.85,4000,40
FBU-Trường Đại Học Tài Chính Ngân Hàng Hà Nội,2023,Công lập,Hà Nội,20.53,16.55,24.06,4000,40
FBU-Trường Đại Học Tài Chính Ngân Hàng Hà Nội,2024,Công lập,Hà Nội,20.71,16.77,24.29,4000,40
FBU-Trường Đại Học Tài Chính Ngân Hàng Hà Nội,2025,Công lập,Hà Nội,20.78,17.0,24.25,4000,40
GDU-Trường Đại Học Gia Định,2020,Công lập,Hà Nội,15.66,15.0,20.84,16600,166
GDU-Trường Đại Học Gia Định,2021,Công lập,Hà Nội,16.17,15.45,21.31,16600,166
GDU-Trường Đại Học Gia Định,2022,Công lập,Hà Nội,15.37,15.0,20.14,16600,166
GDU-Trường Đại Học Gia Định,2023,Công lập,Hà Nội,15.43,15.0,20.37,16600,166
GDU-Trường Đại Học Gia Định,2024,Công lập,Hà Nội,15.51,15.0,20.62,16600,166
GDU-Trường Đại Học Gia Định,2025,Công lập,Hà Nội,15.51,15.0,20.5,16600,166
GHA-Trường Đại Học Giao Thông Vận Tải,2020,Công lập,Hà Nội,23.02,16.21,27.63,17500,175
GHA-Trường Đại Học Giao Thông Vận Tải,2021,Công lập,Hà Nội,23.51,16.73,27.99,17500,175
GHA-Trường Đại Học Giao Thông Vận Tải,2022,Công lập,Hà Nội,22.34,15.44,27.27,17500,175
GHA-Trường Đại Học Giao Thông Vận Tải,2023,Công lập,Hà Nội,22.61,15.75,27.45,17500,175
GHA-Trường Đại Học Giao Thông Vận Tải,2024,Công lập,Hà Nội,22.84,15.96,27.57,17500,175
GHA-Trường Đại Học Giao Thông Vận Tải,2025,Công lập,Hà Nội,22.88,16.19,27.52,17500,175
GNT-Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,2020,Công lập,Hà Nội,19.19,17.99,26.05,1200,12
GNT-Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,2021,Công lập,Hà Nội,19.62,18.46,26.35,1200,12
GNT-Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,2022,Công lập,Hà Nội,18.48,17.35,25.75,1200,12
GNT-Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,2023,Công lập,Hà Nội,18.79,17.61,25.93,1200,12
GNT-Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,2024,Công lập,Hà Nội,18.95,17.76,25.93,1200,12
GNT-Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,2025,Công lập,Hà Nội,19.0,18.0,26.0,1200,12
GSA-Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),2020,Công lập,Hà Nội,23.21,15.08,27.56,9300,93
GSA-Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),2021,Công lập,Hà Nội,23.71,15.66,27.76,9300,93
GSA-Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),2022,Công lập,Hà Nội,22.55,15.0,27.08,9300,93
GSA-Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),2023,Công lập,Hà Nội,22.8,15.0,27.28,9300,93
GSA-Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),2024,Công lập,Hà Nội,23.03,15.0,27.41,9300,93
GSA-Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),2025,Công lập,Hà Nội,23.05,15.06,27.38,9300,93
GTA-Trường Đại học Công nghệ Giao thông vận tải,2020,Công lập,Hà Nội,19.82,15.95,24.83,40300,403
GTA-Trường Đại học Công nghệ Giao thông vận tải,2021,Công lập,Hà Nội,20.31,16.45,25.34,40300,403
GTA-Trường Đại học Công nghệ Giao thông vận tải,2022,Công lập,Hà Nội,19.11,15.25,24.12,40300,403
GTA-Trường Đại học Công nghệ Giao thông vận tải,2023,Công lập,Hà Nội,19.41,15.56,24.38,40300,403
GTA-Trường Đại học Công nghệ Giao thông vận tải,2024,Công lập,Hà Nội,19.62,15.75,24.59,40300,403
GTA-Trường Đại học Công nghệ Giao thông vận tải,2025,Công lập,Hà Nội,19.66,16.0,24.5,40300,403
HBT-Học viện Báo chí và Tuyên truyền,2020,Công lập,Hà Nội,24.06,22.97,25.19,2600,26
HBT-Học viện Báo chí và Tuyên truyền,2021,Công lập,Hà Nội,24.57,23.44,25.9,2600,26
HBT-Học viện Báo chí và Tuyên truyền,2022,Công lập,Hà Nội,23.32,22.36,24.71,2600,26
HBT-Học viện Báo chí và Tuyên truyền,2023,Công lập,Hà Nội,23.62,22.79,24.85,2600,26
HBT-Học viện Báo chí và Tuyên truyền,2024,Công lập,Hà Nội,23.82,22.87,25.12,2600,26
HBT-Học viện Báo chí và Tuyên truyền,2025,Công lập,Hà Nội,23.89,22.96,25.08,2600,26
HCA-Học Viện Chính Trị Công An Nhân Dân,2020,Quân đội/Công an,Hà Nội,23.38,21.83,25.49,1600,16
HCA-Học Viện Chính Trị Công An Nhân Dân,2021,Quân đội/Công an,Hà Nội,23.91,22.24,25.85,1600,16
HCA-Học Viện Chính Trị Công An Nhân Dân,2022,Quân đội/Công an,Hà Nội,22.66,21.06,24.81,1600,16
HCA-Học Viện Chính Trị Công An Nhân Dân,2023,Quân đội/Công an,Hà Nội,22.99,21.3,24.99,1600,16
HCA-Học Viện Chính Trị Công An Nhân Dân,2024,Quân đội/Công an,Hà Nội,23.22,21.62,25.25,1600,16
HCA-Học Viện Chính Trị Công An Nhân Dân,2025,Quân đội/Công an,Hà Nội,23.26,21.74,25.21,1600,16
HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),2020,Quân đội/Công an,Nghệ An,21.66,19.05,25.53,2000,20
HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),2021,Quân đội/Công an,Nghệ An,22.18,19.52,25.93,2000,20
HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),2022,Quân đội/Công an,Nghệ An,21.0,18.34,24.82,2000,20
HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),2023,Quân đội/Công an,Nghệ An,21.31,18.84,25.13,2000,20
HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),2024,Quân đội/Công an,Nghệ An,21.46,18.94,25.19,2000,20
HCB-Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),2025,Quân đội/Công an,Nghệ An,21.52,19.05,25.21,2000,20
HCH-Học Viện Hành Chính và Quản trị công,2020,Công lập,Hà Nội,23.69,16.0,26.87,9100,91
HCH-Học Viện Hành Chính và Quản trị công,2021,Công lập,Hà Nội,24.18,16.61,27.16,9100,91
HCH-Học Viện Hành Chính và Quản trị công,2022,Công lập,Hà Nội,23.0,15.42,26.32,9100,91
HCH-Học Viện Hành Chính và Quản trị công,2023,Công lập,Hà Nội,23.3,15.86,26.63,9100,91
HCH-Học Viện Hành Chính và Quản trị công,2024,Công lập,Hà Nội,23.51,16.09,26.61,9100,91
HCH-Học Viện Hành Chính và Quản trị công,2025,Công lập,Hà Nội,23.55,16.0,26.7,9100,91
HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),2020,Quân đội/Công an,Nghệ An,21.69,19.05,25.46,2000,20
HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),2021,Quân đội/Công an,Nghệ An,22.16,19.53,25.77,2000,20
HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),2022,Quân đội/Công an,Nghệ An,20.96,18.35,24.68,2000,20
HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),2023,Quân đội/Công an,Nghệ An,21.25,18.61,25.16,2000,20
HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),2024,Quân đội/Công an,Nghệ An,21.5,18.84,25.26,2000,20
HCN-Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),2025,Quân đội/Công an,Nghệ An,21.52,19.05,25.21,2000,20
